Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,Category,City
1623,Ripley's Believe It or Not!,Tourist attraction,4.4,3388.0,Tourist attraction,"Ripley's Believe It or Not!, 307 Alamo Plaza, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,14907.2,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1624,GO RIO San Antonio River Cruises,Tourist attraction,4.6,3369.0,"Tourist attraction, Cruise agency, Tour operator","GO RIO San Antonio River Cruises, 809 River Walk St, San Antonio, TX 78205",San-antonio,USA,RI,,Entertainment,15497.4,4.61,"Augusta, Charlotte, Newport, Providence, San-antonio",Tourist Attraction,San-Antonio
1625,Mission Concepcion,Catholic church,4.7,2956.0,"Catholic church, Church, Historical place, Historical landmark, Tourist attraction","Mission Concepcion, 807 Mission Rd, San Antonio, TX 78210",San-antonio,USA,TX,,Religious,13893.2,4.77,"Austin, Dallas, Houston, San-antonio",Catholic Church,San-Antonio
1626,Elmendorf Lake Park,Park,4.5,2388.0,"Park, Tourist attraction","Elmendorf Lake Park, 3700 W Commerce St, San Antonio, TX 78207",San-antonio,USA,TX,,Nature,10746.0,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1627,Yanaguana Garden at Hemisfair,Park,4.7,2367.0,"Park, Tourist attraction","Yanaguana Garden at Hemisfair, 434 S Alamo St, San Antonio, TX 78205",San-antonio,USA,TX,,Nature,11124.9,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1628,Government Canyon State Natural Area,Nature preserve,4.7,2177.0,"Nature preserve, Park, Tourist attraction","Government Canyon State Natural Area, 12861 Galm Rd, San Antonio, TX 78254",San-antonio,USA,TX,,Nature,10231.9,4.66,"Austin, Dallas, Houston, San-antonio",Nature Preserve,San-Antonio
1629,Briscoe Western Art Museum,Art museum,4.7,1873.0,"Art museum, Event venue, Tourist attraction","Briscoe Western Art Museum, 210 W Market St, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,8803.1,4.63,"Austin, Dallas, Houston, San-antonio",Art Museum,San-Antonio
1630,Mission San Jose Church Parish Offices,Catholic church,4.8,1772.0,"Catholic church, Tourist attraction","Mission San Jose Church Parish Offices, 701 E Pyron Ave, San Antonio, TX 78214",San-antonio,USA,TX,,Religious,8505.6,4.77,"Austin, Dallas, Houston, San-antonio",Catholic Church,San-Antonio
1631,Mission Espada- San Antonio Missions National Historical Park,Historical landmark,4.8,1724.0,"Historical landmark, Park, Tourist attraction","Mission Espada- San Antonio Missions National Historical Park, 10040 Espada Rd, San Antonio, TX 78214",San-antonio,USA,TX,,Cultural,8275.199999999999,4.63,"Austin, Dallas, Houston, San-antonio",Historical Landmark,San-Antonio
1632,LEGOLAND Discovery Center San Antonio,Tourist attraction,4.1,1560.0,Tourist attraction,"LEGOLAND Discovery Center San Antonio, 849 E Commerce St Suite 910, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,6395.999999999999,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1633,Concepcion Park,Park,4.5,1544.0,"Park, Tourist attraction","Concepcion Park, 600 Theo Pkwy, San Antonio, TX 78210",San-antonio,USA,TX,,Nature,6948.0,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1634,Mission San Juan,Historical landmark,4.7,1406.0,"Historical landmark, Catholic church, Tourist attraction","Mission San Juan, 9101 Graf Rd, San Antonio, TX 78214",San-antonio,USA,TX,,Cultural,6608.2,4.63,"Austin, Dallas, Houston, San-antonio",Historical Landmark,San-Antonio
1635,Kiddie Park,Amusement park,4.4,1386.0,"Amusement park, Amusement center, Children's amusement center, Children's party service, Event venue, Park, Theme park, Tourist attraction","Kiddie Park, 3903 N St Mary's St, San Antonio, TX 78212",San-antonio,USA,TX,,Entertainment,6098.400000000001,4.43,"Austin, Dallas, Houston, San-antonio",Amusement Park,San-Antonio
1636,Confluence Park,Park,4.7,1228.0,"Park, Tourist attraction","Confluence Park, 310 W Mitchell St, San Antonio, TX 78204",San-antonio,USA,TX,,Nature,5771.6,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1637,Go Rio River Boat Tours San Antonio,Tourist attraction,4.7,909.0,Tourist attraction,"Go Rio River Boat Tours San Antonio, 1125-1119 River Walk, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,4272.3,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1638,Martin Luther King Park,Park,4.4,751.0,"Park, Tourist attraction","Martin Luther King Park, 3503 Martin Luther King Dr, San Antonio, TX 78220",San-antonio,USA,TX,,Nature,3304.4,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1639,Padre Park,Park,4.5,692.0,"Park, Tourist attraction","Padre Park, 6515 Padre Dr, San Antonio, TX 78214",San-antonio,USA,TX,,Nature,3114.0,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1640,SEA LIFE San Antonio,Aquarium,4.1,593.0,Aquarium,"SEA LIFE San Antonio, 849 E Commerce St Suite 600, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,2431.3,4.43,"Austin, Dallas, Houston, San-antonio",Aquarium,San-Antonio
1641,San Antonio River Lock & Dam,Historical landmark,4.7,516.0,"Historical landmark, Tourist attraction","San Antonio River Lock & Dam, 510 Brooklyn Ave, San Antonio, TX 78215",San-antonio,USA,TX,,Cultural,2425.2000000000003,4.63,"Austin, Dallas, Houston, San-antonio",Historical Landmark,San-Antonio
1642,San Antonio Fire Museum,Museum,4.8,458.0,"Museum, Tourist attraction","San Antonio Fire Museum, 801 E Houston St, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,2198.4,4.63,"Austin, Dallas, Houston, San-antonio",Museum,San-Antonio
1643,Texas Transportation Museum,Museum,4.6,434.0,"Museum, History museum, Tourist attraction","Texas Transportation Museum, 11731 Wetmore Rd, San Antonio, TX 78247",San-antonio,USA,TX,,Cultural,1996.4,4.63,"Austin, Dallas, Houston, San-antonio",Museum,San-Antonio
1644,Spanish Governor's Palace,Historical place museum,4.5,433.0,"Historical place museum, History museum, Museum, Tourist attraction","Spanish Governor's Palace, 105 Plaza de Armas, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,1948.5,4.63,"Austin, Dallas, Houston, San-antonio",Historical Place Museum,San-Antonio
1645,World's Largest Cowboy Boots,Tourist attraction,4.6,431.0,Tourist attraction,"World's Largest Cowboy Boots, 7400 San Pedro Ave, San Antonio, TX 78216",San-antonio,USA,TX,,Entertainment,1982.6,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1646,San Pedro Creek Culture Park,Park,4.6,417.0,"Park, Art gallery, Tourist attraction","San Pedro Creek Culture Park, 715 Camaron St, San Antonio, TX 78204",San-antonio,USA,TX,,Nature,1918.2,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1647,Madison Square Park,Park,4.3,358.0,"Park, Tourist attraction","Madison Square Park, 400 Lexington Ave, San Antonio, TX 78215",San-antonio,USA,TX,,Nature,1539.4,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1648,Espada Aqueduct,Historical landmark,4.7,332.0,"Historical landmark, Tourist attraction","Espada Aqueduct, 9045 Espada Rd, San Antonio, TX 78214",San-antonio,USA,TX,,Cultural,1560.4,4.63,"Austin, Dallas, Houston, San-antonio",Historical Landmark,San-Antonio
1649,UTSA Institute of Texan Cultures,Museum,4.6,287.0,"Museum, Tourist attraction","UTSA Institute of Texan Cultures, 801 E Cesar E. Chavez Blvd, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,1320.1999999999998,4.63,"Austin, Dallas, Houston, San-antonio",Museum,San-Antonio
1650,Schlitterbahn,Water park,4.1,273.0,"Water park, Tourist attraction","Schlitterbahn, 381 E Austin St, New Braunfels, TX 78130",San-antonio,USA,TX,,Entertainment,1119.3,4.43,"Austin, Dallas, Houston, San-antonio",Water Park,San-Antonio
1651,Chris Park,Park,4.6,184.0,"Park, Tourist attraction","Chris Park, 111 Camp St, San Antonio, TX 78204",San-antonio,USA,TX,,Nature,846.4,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1652,Tower Life Building,Historical landmark,4.6,171.0,"Historical landmark, Tourist attraction","Tower Life Building, 310 S St Mary's St, San Antonio, TX 78205",San-antonio,USA,TX,,Cultural,786.5999999999999,4.63,"Austin, Dallas, Houston, San-antonio",Historical Landmark,San-Antonio
1653,San Antonio | The Saga,Tourist attraction,4.5,156.0,Tourist attraction,"San Antonio | The Saga, 115 N Main Ave, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,702.0,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1654,Villa Finale: Museum & Gardens,Museum,4.5,145.0,"Museum, Tourist attraction","Villa Finale: Museum & Gardens, 401 King William St, San Antonio, TX 78204",San-antonio,USA,TX,,Cultural,652.5,4.63,"Austin, Dallas, Houston, San-antonio",Museum,San-Antonio
1655,Casa Navarro State Historic Site,History museum,4.6,119.0,"History museum, Heritage museum, Tourist attraction","Casa Navarro State Historic Site, 228 S Laredo St, San Antonio, TX 78207",San-antonio,USA,TX,,Cultural,547.4,4.63,"Austin, Dallas, Houston, San-antonio",History Museum,San-Antonio
1656,San Antonio Art League and Museum,Museum,4.6,74.0,"Museum, Art museum, Tourist attraction","San Antonio Art League and Museum, 130 King William St, San Antonio, TX 78204",San-antonio,USA,TX,,Cultural,340.4,4.63,"Austin, Dallas, Houston, San-antonio",Museum,San-Antonio
1657,Headwaters Sanctuary,Nature preserve,4.4,53.0,"Nature preserve, Non-governmental organization, Tourist attraction","Headwaters Sanctuary, 4503 Broadway, San Antonio, TX 78209",San-antonio,USA,TX,,Nature,233.2,4.66,"Austin, Dallas, Houston, San-antonio",Nature Preserve,San-Antonio
1658,Comanche Lookout Park,Park,4.6,2568.0,"Park, Tourist attraction","Comanche Lookout Park, 15551 Nacogdoches Rd, San Antonio, TX 78247",San-antonio,USA,TX,,Nature,11812.8,4.66,"Austin, Dallas, Houston, San-antonio",Park,San-Antonio
1659,The Grotto,Tourist attraction,4.5,514.0,"Tourist attraction, Park","The Grotto, N River Walk, San Antonio, TX 78215",San-antonio,USA,TX,,Entertainment,2313.0,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1660,River walk boat,Tourist attraction,4.7,153.0,Tourist attraction,"River walk boat, Market & Alamo - 150 ft. West, San Antonio, TX 78205",San-antonio,USA,TX,,Entertainment,719.1,4.43,"Austin, Dallas, Houston, San-antonio",Tourist Attraction,San-Antonio
1661,National Trust - Dunham Massey,Tourist attraction,4.7,10493.0,"Tourist attraction, Park","National Trust - Dunham Massey, Dunham Massey, Altrincham WA14 4SJ, United Kingdom",Manchester,USA,WA,,Entertainment,49317.1,4.5,"Manchester, Seattle",Tourist Attraction,Manchester
1662,New York State Museum,Museum,4.7,3412.0,"Museum, Art museum, History museum, Science museum, Tourist attraction","New York State Museum, 222 Madison Ave, Albany, NY 12230",Albany,USA,NY,,Cultural,16036.4,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Museum,Albany
1663,Washington Park,Park,4.6,2926.0,Park,"Washington Park, 35 Willett St, Albany, NY 12210",Albany,USA,NY,,Nature,13459.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Park,Albany
1664,Far Shot Albany,Tourist attraction,5.0,2830.0,"Tourist attraction, Archery range, Bar, Event venue, Recreation center, Restaurant","Far Shot Albany, 69 N Pearl St, Albany, NY 12207",Albany,USA,NY,,Entertainment,14150.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester",Tourist Attraction,Albany
1665,New York State Capitol,Historical landmark,4.6,1723.0,"Historical landmark, State government office, Tourist attraction","New York State Capitol, State St. and, Washington Ave, Albany, NY 12224",Albany,USA,NY,,Cultural,7925.799999999999,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Historical Landmark,Albany
1666,Albany Pine Bush Preserve,Nature preserve,4.6,1148.0,"Nature preserve, Hiking area, Museum, Tourist attraction","Albany Pine Bush Preserve, 195 New Karner Rd Suite 1, Albany, NY 12205",Albany,USA,NY,,Nature,5280.799999999999,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Nature Preserve,Albany
1667,USS SLATER,Museum,4.9,896.0,"Museum, Historical landmark, Tourist attraction","USS SLATER, 141 Broadway, Albany, NY 12202",Albany,USA,NY,,Cultural,4390.400000000001,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Museum,Albany
1668,Albany Institute of History & Art,History museum,4.6,716.0,"History museum, Art museum, Arts organization, Cultural center, Museum, Tourist attraction","Albany Institute of History & Art, 125 Washington Ave, Albany, NY 12210",Albany,USA,NY,,Cultural,3293.6,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",History Museum,Albany
1669,Six Mile Waterworks Park,Park,4.4,501.0,"Park, Playground, Tourist attraction","Six Mile Waterworks Park, 135 Fuller Rd, Albany, NY 12205",Albany,USA,NY,,Nature,2204.4,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Park,Albany
1670,Huck Finn's Playland,Amusement park,4.4,468.0,"Amusement park, Festival, Video arcade","Huck Finn's Playland, 25 Erie Blvd, Albany, NY 12204",Albany,USA,NY,,Entertainment,2059.2000000000003,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester",Amusement Park,Albany
1671,Corning Preserve,Park,4.5,399.0,Park,"Corning Preserve, Quay St, Albany, NY 12207",Albany,USA,NY,,Nature,1795.5,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Park,Albany
1672,Schuyler Mansion State Historic Site,Historical place museum,4.6,332.0,"Historical place museum, Historical landmark, Tourist attraction","Schuyler Mansion State Historic Site, 32 Catherine St, Albany, NY 12202",Albany,USA,NY,,Cultural,1527.1999999999998,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Historical Place Museum,Albany
1673,Shaker Heritage Society,Museum,4.5,210.0,"Museum, Heritage museum, Historical landmark, Historical society, Non-profit organization, Tourist attraction","Shaker Heritage Society, 25 Meeting House Rd, Albany, NY 12211",Albany,USA,NY,,Cultural,945.0,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Museum,Albany
1674,Tivoli Lake Preserve,Nature preserve,4.2,206.0,"Nature preserve, Tourist attraction","Tivoli Lake Preserve, Livingston Ave & Judson Street, Albany, NY 12210",Albany,USA,NY,,Nature,865.2,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Nature Preserve,Albany
1675,Ridgefield Park,Park,4.2,153.0,"Park, Tourist attraction","Ridgefield Park, 316 Partridge St, Albany, NY 12208",Albany,USA,NY,,Nature,642.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Park,Albany
1676,East Capitol Park,Park,4.6,116.0,Park,"East Capitol Park, Eagle St, Albany, NY 12210",Albany,USA,NY,,Nature,533.5999999999999,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Park,Albany
1677,Crailo State Historic Site,Historical place museum,4.6,78.0,"Historical place museum, Museum, Tourist attraction","Crailo State Historic Site, 9 1/2 Riverside Ave, Rensselaer, NY 12144",Albany,USA,NY,,Cultural,358.79999999999995,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Historical Place Museum,Albany
1678,Underground Railroad Education Center,History museum,4.7,64.0,History museum,"Underground Railroad Education Center, 194 Livingston Ave, Albany, NY 12210",Albany,USA,NY,,Cultural,300.8,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",History Museum,Albany
1679,Ten Broeck Mansion,Historical place museum,4.6,62.0,"Historical place museum, Education center, Garden, Historical place, Tourist attraction","Ten Broeck Mansion, 9 Ten Broeck Pl, Albany, NY 12210",Albany,USA,NY,,Cultural,285.2,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Historical Place Museum,Albany
1680,Corning Tower Observation Deck,Tourist attraction,4.5,56.0,Tourist attraction,"Corning Tower Observation Deck, Corning Tower # 1415, Albany, NY 12237",Albany,USA,NY,,Entertainment,252.0,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester",Tourist Attraction,Albany
1681,Irish American Heritage Museum,Museum,4.5,53.0,"Museum, Non-profit organization, Tourist attraction","Irish American Heritage Museum, 21 Quackenbush Square, Albany, NY 12207",Albany,USA,NY,,Cultural,238.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester",Museum,Albany
1682,Buckingham Lake Park,Park,4.6,513.0,"Park, Tourist attraction","Buckingham Lake Park, 39 Berkshire Blvd, Albany, NY 12203",Albany,USA,NY,,Nature,2359.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester",Park,Albany
1683,Longwood,Historical landmark,4.5,644.0,"Historical landmark, Tourist attraction","Longwood, 140 Lower Woodville Rd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,2898.0,4.57,Natchez,Historical Landmark,Natchez
1684,Natchez National Historical Park,Tourist attraction,4.6,507.0,"Tourist attraction, Historical place, History museum","Natchez National Historical Park, Melrose Montebello Pkwy, Natchez, MS 39120",Natchez,USA,MS,,Entertainment,2332.2,4.62,Natchez,Tourist Attraction,Natchez
1685,Monmouth Historic Inn & Gardens,Historical landmark,4.6,444.0,"Historical landmark, Event venue, Fine dining restaurant, Garden, Hotel, Lounge, Wedding venue","Monmouth Historic Inn & Gardens, 1358 John A Quitman Blvd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,2042.4,4.57,Natchez,Historical Landmark,Natchez
1686,Stanton Hall,Historical landmark,4.7,410.0,"Historical landmark, Museum","Stanton Hall, 401 High St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1927.0,4.57,Natchez,Historical Landmark,Natchez
1687,Grand Village of the Natchez Indians,Museum,4.5,334.0,"Museum, Tourist attraction","Grand Village of the Natchez Indians, 400 Jefferson Davis Boulevard, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1503.0,4.57,Natchez,Museum,Natchez
1688,Rosalie Mansion and Gardens,Museum,4.6,300.0,Museum,"Rosalie Mansion and Gardens, 100 Orleans St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1380.0,4.57,Natchez,Museum,Natchez
1689,Forks of the Road,Historical landmark,4.5,201.0,"Historical landmark, Tourist attraction","Forks of the Road, 105 Liberty Rd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,904.5,4.57,Natchez,Historical Landmark,Natchez
1690,Natchez Museum-African American Culture,Museum,4.7,140.0,"Museum, Tourist attraction","Natchez Museum-African American Culture, 301 Main St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,658.0,4.57,Natchez,Museum,Natchez
1691,Magnolia Hall,Museum,4.4,109.0,Museum,"Magnolia Hall, 215 S Pearl St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,479.6,4.57,Natchez,Museum,Natchez
1692,The Towers of Natchez,Tourist attraction,4.7,101.0,"Tourist attraction, Bed & breakfast, Event venue, Historical landmark, Museum","The Towers of Natchez, 801 Myrtle Ave, Natchez, MS 39120",Natchez,USA,MS,,Entertainment,474.7000000000001,4.62,Natchez,Tourist Attraction,Natchez
1693,Historic Auburn,Museum,4.6,72.0,"Museum, Tourist attraction","Historic Auburn, 400 Duncan Ave, Natchez, MS 39120",Natchez,USA,MS,,Cultural,331.2,4.57,Natchez,Museum,Natchez
1694,Natchez Visitor Reception Center,Museum,4.4,63.0,Museum,"Natchez Visitor Reception Center, 640 S Canal St, Natchez, MS 39120",Natchez,USA,MS,,Cultural,277.20000000000005,4.57,Natchez,Museum,Natchez
1695,Emerald Mound,Historical landmark,4.6,285.0,"Historical landmark, Tourist attraction","Emerald Mound, Emerald Mound Rd, Natchez, MS 39120",Natchez,USA,MS,,Cultural,1311.0,4.57,Natchez,Historical Landmark,Natchez
1696,Melrose,Historical landmark,4.7,72.0,Historical landmark,"Melrose, 122 Melrose Ave, Natchez, MS 39120",Natchez,USA,MS,,Cultural,338.40000000000003,4.57,Natchez,Historical Landmark,Natchez
1697,Meow Wolf Santa Fe,Tourist attraction,4.7,18306.0,"Tourist attraction, Art center, Art museum, Arts organization, Event venue, Exhibit, Live music venue","Meow Wolf Santa Fe, 1352 Rufina Cir, Santa Fe, NM 87507",Santa-fe,USA,NM,,Entertainment,86038.2,4.69,Santa-fe,Tourist Attraction,Santa-Fe
1698,Santa Fe Plaza,Historical landmark,4.7,10304.0,"Historical landmark, Tourist attraction","Santa Fe Plaza, 63 Lincoln Ave, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,48428.8,4.67,Santa-fe,Historical Landmark,Santa-Fe
1699,Georgia O'Keeffe Museum,Museum,4.6,3065.0,"Museum, Art museum, Tourist attraction","Georgia O'Keeffe Museum, 217 Johnson St, Santa Fe, NM 87501",Santa-fe,USA,NM,,Cultural,14098.999999999998,4.67,Santa-fe,Museum,Santa-Fe
